OPE ID,SchoolName,Address,City,StateCode,ZipCode,Province,Country,PostalCode
G07705,ROYAL COLLEGE OF SURGEONS IN IRELAN,123 ST STEPHEN'S GREEN,DUBLIN,FC,00000,NA,IRELAND,2
G07874,UNIVERSITY OF CALGARY,2500 UNIVERSITY DRIVE NW,CALGARY,CN,00000,ALBERTA,CANADA,T2N 1N4
G07881,AMERICAN UNIVERSITY OF PARIS,"102, RUE ST. DOMINIQUE",PARIS,FC,00000,NA,FRANCE,75007
G08147,UNIVERSIDAD AUTONOMA DE GUADALAJARA,AV. PATRIA 1201,GUADALAJARA,MX,00000,JALISCO,MEXICO,4410
G08148,UNIVERSITY OF WINNIPEG (THE),515 PORTAGE AVENUE,WINNIPEG,CN,00000,MANITOBA,CANADA,R3B 2E9
G08223,ST. VINCENT DE PAUL REGIONAL SEMINARY,10701 S. MILITARY TRAIL,BOYNTON BEACH,FL,33436,NA,NA,NA
G08362,UNIVERSITY OF ALBERTA (THE),116 STREET 85 AVENUE,EDMONTON,CN,00000,ALBERTA,CANADA,T6G 2R3
G08363,MOUNT SAINT VINCENT UNIVERSITY,166 BEDFORD HIGHWAY,HALIFAX,CN,00000,NOVA SCOTIA,CANADA,B3M 2J6
G08364,SAINT MARY'S UNIVERSITY,923 ROBIE STREET,HALIFAX,CN,00000,NA,CANADA,NA
G08365,CONCORDIA UNIVERSITY - SIR GEORGE W,1455 DE MAISONNEUVE WEST,MONTREAL,CN,00000,NA,CANADA,NA
G08366,UNIVERSITE DE MONTREAL,2900 EDOURD-MONTPETIT BOULVARD,MONTREAL,CN,00000,NA,CANADA,NA
G08368,CARLETON UNIVERSITY,1125 COLONEL BY DRIVE,OTTAWA,CN,00000,NA,CANADA,NA
G08369,UNIVERSITY OF BRITISH COLUMBIA,1206-1874 EAST MALL,VANCOUVER,CN,00000,BRITISH COLUMBIA,CANADA,V6T   1Z
G08370,"SAFA, UNIVERSITY OF VICTORIA",3800 FINNERTY ROAD,VICTORIA,CN,00000,BC,CANADA,V8W 3P2
G08371,AMERICAN UNIVERSITY OF BEIRUT,BLISS STREET,BEIRUT,FC,00000,NA,LEBANON,NA
G08373,TEL-AVIV UNIVERSITY,**,RAMAT-AVIV,FC,00000,NA,ISRAEL,69978
G08376,VRIJE UNIVERSITEIT AMSTERDAM,DE BOELELAAN 1105,AMSTERDAM,FC,00000,NA,THE NETHERLANDS,1081  HV
G08377,UNIVERSITEIT VAN AMSTERDAM(UNIVERSI,SPUI 21,AMSTERDAM,FC,00000,NA,THE NETHERLANDS,1012 WX
G08380,UNIVERSITY OF WARWICK,UNIVERSITY HOUSE,COVENTRY,FC,00000,NA,ENGLAND,CV4 8UW
G08383,UNIVERSITY OF GLASGOW,**,GLASGOW,FC,00000,NA,SCOTLAND,NA
G08394,UNIVERSITY OF OXFORD,UNIVERSITY OFFICES,OXFORD,FC,00000,NA,ENGLAND,OX1 2JD
G08398,UNIVERSITY OF SHEFFIELD (THE),"UNION BLDG, WESTERN BANK",SHEFFIELD,FC,00000,NA,ENGLAND,S10 2TG
G08399,UNIVERSITY OF SOUTHAMPTON,HIGHFIELD,SOUTHAMPTON,FC,00000,NA,ENGLAND,NA
G08444,SIMON FRASER UNIVERSITY,8888 UNIVERSITY BOULEVARD,BURNABY,CN,00000,NA,CANADA,NA
G08446,UNIVERSITY OF WESTERN ONTARIO (THE),1151 RICHMOND STREET N.,LONDON,CN,00000,ONTARIO,CANADA,NA
G08449,ACADIA UNIVERSITY,**,WOLFVILLE,CN,00000,NA,CANADA,NA
G08452,ABERYSTWYTH UNIVERSITY,OLD COLLEGE,ABERYSTWYTH,FC,00000,NA,WALES,SY23 2AX
G08458,LOUGHBOROUGH UNIVERSITY,ASHBY ROAD,LOUGHBOROUGH,FC,00000,NA,ENGLAND,NA
G08460,UNIVERSITY OF NEWCASTLE UPON TYNE,6 KENSINGTON TERRACE,NEWCASTLE UPON TYNE,FC,00000,NA,ENGLAND,NE1   7R
G08461,UNIVERSITY OF SAINT ANDREWS,79 NORTH STREET - SAINT ANDREW,SAINT ANDREWS,FC,00000,NA,SCOTLAND,NA
G08505,UNIVERSITY OF MELBOURNE,GRATTAN STREET,MELBOURNE,FC,00000,VICTORIA,AUSTRALIA,3010
G08526,UNIVERSITY OF WATERLOO,200 UNIVERSITY AVENUE WEST,WATERLOO,CN,00000,NA,CANADA,NA
G08582,WILFRID LAURIER UNIVERSITY,75 UNIVERSITY AVENUE WEST,WATERLOO,CN,00000,NA,CANADA,NA
G08586,SWANSEA UNIVERSITY,SINGLETON PARK,SWANSEA,FC,00000,NA,WALES,SA2 8PP
G08587,UNIVERSITY OF DURHAM,THE PALATINE CENTRE,DURHAM,FC,00000,CO DURHAM,ENGLAND,DH1 3LE
G08665,UNIVERSITY OF KENT AT CANTERBURY (THE),UNIVERSITY OF KENT AT CANTERBURY,CANTERBURY,FC,00000,KENT,ENGLAND,CT2 7NZ
G08670,UNIVERSITY OF NEW SOUTH WALES,"GATE 9, HIGH STREET","UNSW, SYDNEY",FC,00000,NSW,AUSTRALIA,2052
G08687,UNIVERSITY OF ESSEX,WIVENHOE PARK,COLCHESTER,FC,00000,ESSEX,ENGLAND,LO4   3S
G08693,CITY UNIVERSITY,CITY UNIVERSITY NORTHAMPTON SQUARE,LONDON,FC,00000,NA,ENGLAND,EC1V 0HB
G08846,WRIGHT INSTITUTE,2728 DURANT AVE,BERKELEY,CA,94704,NA,NA,NA
G08908,THE UNIVERSITY OF BIRMINGHAM,EDGBASTON,BIRMINGHAM,FC,00000,NA,ENGLAND,B15 2TT
G08910,UNIVERSITY OF HULL,INTERNATIONAL OFFICE,HULL,FC,00000,NA,ENGLAND,HU13 0RR
G08916,NEW ENGLAND LAW BOSTON,154 STUART STREET,BOSTON,MA,02116,NA,NA,NA
G08920,UNIVERSITY OF NOTTINGHAM,UNIVERSITY PARK,NOTTINGHAM,FC,00000,NA,ENGLAND,NA
G09006,UNIVERSITY OF SALFORD (THE),"STUDENT ASSISTANCE, HUMPHREY BOOTH",SALFORD,FC,00000,NA,ENGLAND,M5 4WT
G09084,"UNIV OF LONDON, BIRKBECK",MALET STREET,LONDON,FC,00000,NA,ENGLAND,WC1 E7HX
G09085,UNIV OF LONDON KING'S COLLEGE,STUDENT FUNDING ROOM 1.19,LONDON,FC,00000,NA,ENGLAND,SE1 9NH
G09086,UNIVERSITY OF LONDON - ROYAL HOLLOWAY,EGHAM HILL,EGHAM,FC,00000,SURREY,ENGLAND,TW20  0E
G09143,BAR-ILAN UNIVERSITY,**,RAMAT-GAN,FC,00000,NA,ISRAEL,NA
G09232,CATHOLIC THEOLOGICAL UNION,5401 SOUTH CORNELL AVENUE,CHICAGO,IL,60615,NA,NA,NA
G09249,UNIVERSITY OF LIVERPOOL,FOUNDATION BUILDING,LIVERPOOL,FC,00000,NA,ENGLAND,L69   7Z
G09252,BROCK UNIVERSITY,500 GLENRIDGE AVENUE,ST CATHARINES,CN,00000,ONTARIO,CANADA,NA
G09367,UNIVERSITY OF PRINCE EDWARD ISLAND,550 UNIVERSITY AVENUE,CHARLOTTETOWN,CN,00000,NA,CANADA,NA
G09368,UNIVERSITY OF ABERDEEN,REGENT WALK,ABERDEEN,FC,00000,NA,SCOTLAND,NA
G09421,BRANDON UNIVERSITY,270-18TH STREET,BRANDON,CN,00000,NA,CANADA,NA
G09423,ROYAL COLLEGE OF ART,KENSINGTON GORE,LONDON,FC,00000,NA,ENGLAND,NA
G09428,TECHNION-ISRAEL INST OF TECHLGY,**,HAIFA,FC,00000,NA,ISRAEL,NA
G09442,UNIVERSITY OF EXETER,THE QUEEN'S DRIVE,EXETER,FC,00000,DEVON,ENGLAND,EX4 4QJ
G09444,UNIVERSITY OF LANCASTER,UNIVERSITY HOUSE,LANCASTER,FC,00000,NA,ENGLAND,LA1 4YW
G09486,TRINITY WESTERN UNIVERSITY,7600 GLOVER ROAD,LANGLEY,CN,00000,NA,CANADA,NA
G09500,MEMORIAL UNIVERSITY OF NEWFOUNDLAND,ELIZABETH AVENUE,SAINT JOHN'S,CN,00000,NA,CANADA,NA
G09501,UNIVERSITY OF KING'S COLLEGE,6350 COBURG ROAD,HALIFAX,CN,00000,NA,CANADA,NA
G09503,MOUNT ALLISON UNIVERSITY,65 YORK STREET,SACKVILLE,CN,00000,NA,CANADA,NA
G09634,UNIVERSITY OF OXFORD ST CATHERINE'S,MANOR ROAD,OXFORD,FC,00000,NA,ENGLAND,OX1 3UJ
G09747,GORDON-CONWELL THEOLOGICAL SEMINARY,130 ESSEX STREET,SOUTH HAMILTON,MA,01982,NA,NA,NA
G09756,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHL,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,NA,NA,NA
G09808,UNIVERSITY OF STRATHCLYDE,RICHMOND STREET,GLASGOW,FC,00000,NA,SCOTLAND,NA
G09860,UNIVERSITY OF SURREY,STAG HILL,GUILDFORD,FC,00000,SURREY,ENGLAND,GU2 7XH
G09895,YESHIVA UNIVERSITY - BRONX CAMPUS,1300 MORRIS PARK AVENUE,BRONX,NY,10461,NA,NA,NA
G09927,UNIVERSITY OF CAMBRIDGE - FITZWILLI,STOREY'S WAY,CAMBRIDGE,FC,00000,NA,ENGLAND,CB3   OD
G09986,SETON HALL UNIVERSITY - SCHOOL OF LAW,ONE NEWARK CENTER,NEWARK,NJ,07079,NA,NA,NA
G10013,ALLIANT INTERNATIONAL UNIVERSITY - LOS A,1000 SOUTH FREMONT AVENUE,ALHAMBRA,CA,91803,NA,NA,NA
G10067,LUND UNIVERSITY,BOX 117,LUND,FC,00000,NA,SWEDEN,221 00
G10084,UNIVERSITY OF CAPE TOWN,LOVERS WALK RONDEBOSCH 7701,CAPE TOWN,FC,00000,NA,SOUTH AFRICA,8001
G10087,UNIVERSITY OF OXFORD ST PETER'S COL,NEW INN HALL STREET,OXFORD,FC,00000,NA,ENGLAND,NA
G10088,UNIVERSITY OF OXFORD - CORPUS CHRIS,**,OXFORD,FC,00000,NA,ENGLAND,NA
G10089,CENTRAL SCHOOL OF SPEECH AND DRAMA,EMBASSY THEATRE,LONDON,FC,00000,NA,ENGLAND,NW3   3H
G10090,UNIVERSITY OF OXFORD - BALLIOL COLL,BROAD STREET,OXFORD,FC,00000,NA,ENGLAND,NA
G10143,UNIVERSITY OF READING,WHITEKNIGHTS,READING,FC,00000,BERKSHIRE,ENGLAND,RG6 6UA
G10157,CARDIFF UNIVERSITY,"FINANCE OFFICE, PO BOX 497,",CARDIFF,FC,00000,NA,WALES,CF10 3XR
G10188,"UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIV",UCD LEGAL OFFICE,DUBLIN 4,FC,00000,NA,IRELAND,NA
G10190,UNIVERSITY OF CAMBRIDGE CHURCHILL C,CHURCHILL COLLEGE,CAMBRIDGE,FC,00000,NA,ENGLAND,CB3 0DS
G10221,SAINT PAUL UNIVERSITY,223 MAIN STREET,OTTAWA,CN,00000,NA,CANADA,NA
G10228,UNIVERSITY OF STIRLING,**,STIRLING,FC,00000,NA,SCOTLAND,NA
G10332,UNIVERSITY OF CAMBRIDGE - CLARE COL,**,CAMBRIDGE,FC,00000,NA,ENGLAND,NA
G10333,JESUIT SCHOOL OF THEOLOGY - BERKELEY,1735 LEROY AVENUE,BERKELEY,CA,94709,NA,NA,NA
G10418,INST TEC Y DE ESTSUPER DE MONTERRE,AV. EUGENIO GARZA SADA NO. 2501,MONTERREY,MX,00000,NUEVO LEON,MEXICO,NA
G10441,PARDEE RAND GRADUATE SCHOOL,1776 MAIN STREET,SANTA MONICA,CA,90407,NA,NA,NA
G10456,UNIVERSITY OF HAIFA,199 ABA KHOUSHY AVE.,HAIFA,FC,00000,NA,ISRAEL,3498838
G10472,INST EUROPEEN OPEEN D'ADMINISTRATIO,BOULEVARD DE CONSTANCE,FONTAINEBLEAU,FC,00000,NA,FRANCE,NA
G10493,CRANFIELD UNIVERSITY,WHARLEY END  CRANFIELD,BEDFORD,FC,00000,BEDFORDSHIRE,ENGLAND,MK43 OAL
G10520,TRINITY LABAN CONSERVATOIRE OF MUSIC AND,KING CHARLES COURT,GREENWICH,FC,00000,LONDON,ENGLAND,SE10 9JF
G10525,UNIVERSITY OF HERTFORDSHIRE,COLLEGE LANE,HATFIELD,FC,00000,NA,ENGLAND,NA
G10529,MEMPHIS THEOLOGICAL SEMINARY,168 E PARKWAY S,MEMPHIS,TN,38104,NA,NA,NA
G10574,LONDON FILM SCHOOL,24 SHELTON STREET,LONDON,FC,00000,NA,ENGLAND,WC2H  9U
G10588,AUSTRALIAN NATIONAL UNIVERSITY,INTERNATIONAL EDUCATION OFFICE,CANBERRA,FC,00000,NA,AUSTRALIA,NA
G10589,BANGOR UNIVERSITY,BANGOR,GWYNEDD,FC,00000,NA,WALES,LL57 2DG
G10594,"RICHMOND, THE AMERICAN INT UNI IN LONDON",QUEENS ROAD   RICHMOND,SURREY,FC,00000,NA,ENGLAND,TW10 6JP
G10599,INST D'ETUDES POLITIQUES DE PARIS,27 RUE SAINT-GUILLAUME,PARIS,FC,00000,CEDEX -07,FRANCE,75337
G10675,REGENT COLLEGE,5800 UNIVERSITY BLVD,VANCOUVER,CN,00000,BC,CANADA,V6T2E4
G10676,UNIVERSIDAD DE MONTERREY,APDO 4442 SUC H MONTERREY,NUEVO LEON,MX,00000,NA,MEXICO,NA
G10681,MACQUARIE UNIVERSITY,BUILDING E3A LEVEL 1,NEW SOUTH WALES,FC,00000,NEW SOUTH WALES,AUSTRALIA,2109
G10692,UNIVERSITY OF QUEENSLAND (THE),INTERNATIONAL EDUCATION DIRECTORATE,BRISBANE,FC,00000,QUEENSLAND,AUSTRALIA,4072
G10720,RYERSON UNIVERSITY,350 VICTORIA STREET,TORONTO,CN,00000,ONTARIO,CANADA,M5B 2K3
G10789,UNIVERSITY OF OXFORD - WORCESTER CO,WORCESTER STREET,OXFORD,FC,00000,NA,ENGLAND,NA
G10794,BRISTOL OLD VIC THEATRE SCHOOL,1-2 DOWNSIDE ROAD,BRISTOL,FC,00000,UNITED KINGDOM,ENGLAND,BS8   2X
G10797,"NATIONAL UNIVERSITY OF IRELAND, MAY",NUI MAYNOOTH,MAYNOOTH,FC,00000,CO. KILDARE,IRELAND,NA
G10816,KINGSTON UNIVERSITY,RIVER HOUSE  53-57 HIGH STREET,KINGSTN UPN THMS,FC,00000,NA,ENGLAND,KT1 1LQ
G10864,UNIV OF DUNDEE,NETHERGATE,DUNDEE,FC,00000,NA,SCOTLAND,NA
G10866,UNIVERSITY OF OXFORD - MAGDALEN COLLEGE,HIGH STREET,OXFORD,FC,00000,NA,ENGLAND,OX1 4AU
G10867,UNIVERSITY OF OXFORD ST JOHN'S COLL,ST. GILES,OXFORD,FC,00000,NA,ENGLAND,NA
G10914,MONASH UNIVERSITY,WELLINGTON ROAD CLAYTON,VICTORIA,FC,00000,NA,AUSTRALIA,NA
G10915,UNIV OF EAST ANGLIA,**,NORWICH,FC,00000,NA,ENGLAND,NA
G10942,UNIVERSITY OF OXFORD - ST HUGH'S CO,**,OXFORD,FC,00000,NA,ENGLAND,NA
G10977,UNIVERSIDAD CENTRAL DEL ESTE,AVENIDA CIRCUNVALACION,SAN PEDRO DE MACORIS,FC,00000,NA,DOMINICAN REPUBLIC,NA
G10980,SOMERVILLE COLLEGE,WOODSTOCK ROAD,OXFORD,FC,00000,NA,ENGLAND,OX2   6H
G10999,UNIV OF OXFORD - WADHAM COLLEGE,PARKS ROAD,OXFORD,FC,00000,NA,ENGLAND,OX1 3PN
G11053,UNIVERSITY OF OXFORD - ST HILDA'S C,COWELY PLACE,OXFORD,FC,00000,NA,ENGLAND,NA
G11054,UNIVERSITY OF OXFORD - ST ANNE'S CO,**,OXFORD,FC,00000,NA,ENGLAND,NA
G11055,UNIV OF OXFORD - LADY MARGARET HALL,**,OXFORD,FC,00000,NA,ENGLAND,OX2 6QA
G11056,UNIVERSITY OF OXFORD - UNIVERSITY C,**,OXFORD,FC,00000,NA,ENGLAND,NA
G11057,UNIVERSITY OF OXFORD - TRINITY COLL,**,OXFORD,FC,00000,NA,ENGLAND,NA
G11058,UNIVERSITY OF OXFORD-ST EDMUND HALL,QUEEN'S LANE,OXFORD,FC,00000,NA,ENGLAND,OX1 4AR
G11059,UNIVERSITY OF OXFORD ST ANTONY'S CO,62 WOODSTOCK ROAD,OXFORD,FC,00000,NA,ENGLAND,NA
G11060,UNIVERSITY OF OXFORD - QUEEN'S COLL,HIGH STREET,OXFORD,FC,00000,NA,ENGLAND,NA
G11061,UNIVERSITY OF OXFORD - PEMBROKE COL,**,OXFORD,FC,00000,NA,ENGLAND,NA
G11062,UNIVERSITY OF OXFORD - ORIEL COLLEG,**,OXFORD,FC,00000,NA,ENGLAND,NA
G11063,UNIVERSITY OF OXFORD - NUFFIELD COL,**,OXFORD,FC,00000,NA,ENGLAND,NA
G11064,UNIVERSITY OF OXFORD - NEW COLLEGE,**,OXFORD,FC,00000,NA,ENGLAND,NA
G11065,UNIVERSITY OF OXFORD MERTON COLLEGE,**,OXFORD,FC,00000,NA,ENGLAND,NA
G11066,UNIVERSITY OF OXFORD - LINCOLN COLL,THE TURL,OXFORD,FC,00000,NA,ENGLAND,NA
G11067,UNIVERSITY OF OXFORD - KEBLE COLLEG,PARKS ROAD,OXFORD,FC,00000,NA,ENGLAND,NA
G11068,UNIVERSITY OF OXFORD - JESUS COLLEG,TURL STREET,OXFORD,FC,00000,NA,ENGLAND,NA
G11069,UNIVERSITY OF OXFORD - HERTFORD COL,CATTE STREET,OXFORD,FC,00000,NA,ENGLAND,NA
G11070,UNIVERSITY OF OXFORD EXETER COLLEGE,**,OXFORD,FC,00000,NA,ENGLAND,OQ1 3DP
G11071,UNIV OF OXFORD - CHRIST CHURCH,ST ALDATES,OXFORD,FC,00000,OXFORDSHIRE,ENGLAND,OX1 1DP
G11072,UNIVERSITY OF OXFORD - BRASENOSE CO,HIGH STREET,OXFORD,FC,00000,NA,ENGLAND,NA
G11091,FLINDERS UNIVERSITY OF S AUSTRALIA,STURT ROAD,BEDFORD PARK,FC,00000,NA,AUSTRALIA,NA
G11094,UNIVERSITY OF WESTERN AUSTRALIA (THE),35 STIRLING HIGHWAY,NEDLANDS,FC,00000,WESTERN AUSTRALIA,AUSTRALIA,6009
G11214,UNIVERSITY OF THE WITWATERSRAND,1 JAN SMUTS AVE,JOHANNESBURG,FC,00000,GAUTENG,SOUTH AFRICA,2001
G11226,AARHUS UNIVERSITY,NORDRE RINGGADE 1,AARHUS C,FC,00000,NA,DENMARK,8000
G11282,OKLAHOMA STATE UNV CLG OSTEOPTHC MD,1111 WEST 17TH STREET,TULSA,OK,74107,NA,NA,NA
G11567,IMPERIAL COLLEGE LONDON,SOUTH KENSINGTON CAMPUS,LONDON,FC,00000,NA,ENGLAND,SW7 2AZ
G11679,UNIVERSITY OF BATH,CLAVERTON DOWN,BATH,FC,00000,SOMERSET,ENGLAND,BA2   7A
G11683,FRANKLIN UNIVERSITY SWITZERLAND,VIA PONTE TRESA  29,SORENGO,FC,00000,NA,SWITZERLAND,6924
G11722,BRIERCREST BIBLE COLLEGE,510 COLLEGE DR,CARONPORT,CN,00000,SK,CANADA,SOH 0S0
G11758,UNIV OF CAMBRIDGE - PETERHOUSE,**,CAMBRIDGE,FC,00000,NA,ENGLAND,CB2 1RD
G11764,ROYAL ACADEMY OF MUSIC,MARYLEBONE ROAD,LONDON,FC,00000,NA,ENGLAND,NA
G11765,GOLDSMITHS' COLLEGE-UNIV OF LONDON,NEW CROSS,LONDON,FC,00000,NA,ENGLAND,SE14 6NW
G11780,BRUNEL UNIVERSITY LONDON,UXBRIDGE,MIDDLESEX,FC,00000,MIDDLESEX,ENGLAND,UB8   3P
G11792,FRANCISCAN SCHOOL OF THEOLOGY,5998 ALCALA PARK,SAN DIEGO,CA,92110,NA,NA,NA
G11838,UNIVERSITY OF OXFORD - MANSFIELD CO,NO STREET,OXFORD,FC,00000,NA,ENGLAND,NA
G11881,ALLIANT INTERNATIONAL UNIVERSITY - SAN F,ONE BEACH STREET,SAN FRANCISCO,CA,94133,NA,NA,NA
G11934,VERMONT LAW SCHOOL,164 CHELSEA STREET,SOUTH ROYALTON,VT,05068,NA,NA,NA
G12075,UNIVERSITY CAMBRIDGE - TRINITY COLL,**,CAMBRIDGE,FC,00000,NA,ENGLAND,NA
G12078,VICTORIA UNIV OF WELLINGTON,23 LAMBTON QUAY,WELLINGTON,FC,00000,NA,NEW ZEALAND,NA
G12096,ECOLE HÔTELIERE DE LAUSANNE,ROUTE DE COJONNEX 18,LAUSANNE 25,FC,00000,VAUD,SWITZERLAND,1000
G12101,UNIVERSITY OF CAMBRIDGE - GIRTON CO,**,CAMBRIDGE,FC,00000,NA,ENGLAND,NA
G12136,VICTORIA UNIV OF MANCHESTER (THE),OXFORD RD,MANCHESTER,FC,00000,NA,ENGLAND,M13 9PL
G12198,UNIVERSITY OF BRADFORD,RICHMOND ROAD,BRADFORD,FC,00000,NA,ENGLAND,NA
G12201,UNIVERSITY OF OXFORD - REGENT'S PAR,PUSEY STREET,OXFORD,FC,00000,NA,ENGLAND,NA
G12206,JAMES COOK UNIVERSITY,DOUGLAS CAMPUS,TOWNSVILLE,FC,00000,QUEENSLAND,AUSTRALIA,4811
G12211,ALGONQUIN COLLEGE OF APPLIED ARTS & TECH,1385 WOODROFFE AVENUE,OTTAWA,CN,00000,ONTARIO,CANADA,K2G IV8
G12215,BIRMINGHAM CITY UNIVERSITY,UNIVERSITY HOUSE,BIRMINGHAM,FC,00000,WEST MIDLANDS,ENGLAND,B5 5JU
G12223,JAGIELLONIAN UNIVERSITY COLLEGIUM M,12 ST. ANNY STREET,KRAKOW,FC,00000,NA,POLAND,31 008
G12258,ASTON UNIVERSITY,ASTON TRIANGLE,BIRMINGHAM,FC,00000,NA,ENGLAND,B4 7ET
G12274,PROVIDENCE UNIVERSITY COLLEGE & SEMINARY,OTTERBURNE  CAMPUS,OTTERBURNE,CN,00000,MANITOBA,CANADA,R0A 1G0
G12275,UNIVERSITY OF OXFORD - WOLFSON COLL,LINTON ROAD,OXFORD,FC,00000,NA,ENGLAND,NA
G12302,GONVILLE & CAIUS COLLEGE,TRINITY STREET,CAMBRIDGE,FC,00000,NA,ENGLAND,CB2 1TA
G12335,ROYAL COLLEGE OF MUSIC,PRINCE CONSORT ROAD,LONDON,FC,00000,NA,ENGLAND,SW7 2BS
G12341,UNIVERSITY OF WALES - ST DAVID'S UN,LAMPETER,CARDIGANSHIRE,FC,00000,NA,WALES,NA
G12421,UNIVERSITY OF AUCKLAND (THE),22 PRINCES STREET,AUCKLAND,FC,00000,NA,NEW ZEALAND,1142
G12540,UNIVERSIDAD DE NAVARRA,RELACIONES INTERNACIONALES,PAMPLONA,FC,00000,NA,SPAIN,E-31009
G12627,THOMAS M. COOLEY LAW SCHOOL,300 SOUTH CAPITOL AVENUE,LANSING,MI,48901,NA,NA,NA
G12765,UNIVERSITY OF OXFORD - LINACRE COLL,**,OXFORD,FC,00000,NA,ENGLAND,NA
G12766,"NATIONAL UNIVERSITY IRELAND, GALWAY",UNIVERSITY ROAD,GALWAY,FC,00000,NA,IRELAND,NA
G12802,PONTIFICIA UNIV CATOLICA MAD Y MAES,AUTOPISTA DUARTE KM 1 1/2,SANTIAGO,FC,00000,NA,DOMINICAN REPUBLIC,NA
G12803,DOMINICAN HOUSE OF STUDIES,487 MICHIGAN AVENUE NORTHEAST,WASHINGTON,DC,20017,NA,NA,NA
G12811,INSTITUTO TECNOLOGICO DE SANTO DOMINGO,"AVENIDA DE LOS PROCERES 49, GALA",SANTO DOMINGO,FC,00000,DISTRITO NACIONAL,DOMINICAN REPUBLIC,10602
G12839,UNIVERSITY OF CAMBRIDGE - SAINT JOH,**,CAMBRIDGE,FC,00000,NA,ENGLAND,NA
G12978,UNIVERSITY OF HUDDERSFIELD (THE),QUEENSGATE,HUDDERSFIELD,FC,00000,NA,ENGLAND,NA
G13103,CALIFORNIA WESTERN SCHOOL OF LAW,225 CEDAR STREET,SAN DIEGO,CA,92101,NA,NA,NA
G13153,MASSEY UNIVERSITY,TENNENT DRIVE,PALMERSTON NORTH,FC,00000,NA,NEW ZEALAND,442
G20524,DARWIN COLLEGE,SILVER STREET,CAMBRIDGE,FC,00000,NA,ENGLAND,CB3 9EU
G20533,CENTRO DE ESTUDIOS UNIVERSITARIOS D,CALLE SAN FRANCISCO NO. 1139 F,ENSENADA,MX,00000,NA,MEXICO,NA
G20681,ADLER UNIVERSITY,17 N. DEARBORN,CHICAGO,IL,60602,NA,NA,NA
G20780,SACRED HEART SEMINARY & SCHL OF THEOLOGY,7335 S. HIGHWAY 100,HALES CORNERS,WI,53130,NA,NA,NA
G20824,UNIVERSITY OF CAMBRIDGE - QUEEN'S C,SILVER STREET,CAMBRIDGE,FC,00000,NA,ENGLAND,NA
G20834,UNIVERSITY OF CAMBRIDGE - WOLFSON C,BARTON ROAD,CAMBRIDGE,FC,00000,NA,ENGLAND,NA
G20874,UNIVERSITY OF CAMBRIDGE - NEWNHAM C,SIDGWICK AVENUE,CAMBRIDGE,FC,00000,NA,ENGLAND,NA
G20876,CONCORDIA THEOLOGICAL SEMINARY,6600 NORTH CLINTON STREET,FORT WAYNE,IN,46825,NA,NA,NA
G20879,OXFORD BROOKES UNIVERSITY,GIPSY LANE,HEADINGTON,FC,00000,OXFORD,ENGLAND,OX3   0B
G20941,BEN-GURION UNIV,PO BOX 653,BEER-SHEEVA,FC,00000,NA,ISRAEL,NA
G20944,UNIV OF CAMBRIDGE - ST EDMUND'S HOU,MT PLEASANT,CAMBRIDGE,FC,00000,NA,ENGLAND,NA
G20955,LONDON BUS SCHOOL,SUSSEX PL REGENT'S PARK,LONDON,FC,00000,NA,ENGLAND,NA
G20958,ONTARIO COLLEGE OF ART AND DESIGN,100 MCCAUL STREET,TORONTO,CN,00000,NA,CANADA,NA
G20961,FIELDING GRADUATE UNIVERSITY,2020 DE LA VINA STREET,SANTA BARBARA,CA,93105,NA,NA,NA
G21019,ROEHAMPTON UNIVERSITY,GROVE HOUSE,LONDON,FC,00000,NA,ENGLAND,SW15 5PJ
G21021,KINGSWOOD UNIVERSITY,26 WESTERN STREET,SUSSEX,CN,00000,NEW BRUNSWICK,CANADA,E4E 5L2
G21075,GEORGETOWN UNIV LAW CENTER,600 NEW JERSEY AVENUE  NW,WASHINGTON,DC,20001,NA,NA,NA
G21086,LONDON ACADEMY OF MUSIC & DRAMATIC,TOWER HOUSE  226 CROMWELL ROAD,LONDON,FC,00000,NA,ENGLAND,SW5 OSR
G21159,UNIVERSITY OF PORTSMOUTH,WINSTON CHURCHHILL AVENUE,PORTSMOUTH,FC,00000,NA,ENGLAND,P01 2UP
G21166,CANADIAN MEMORIAL CHIROPRACTIC COLL,6100 LESLIE STREET,TORONTO,CN,00000,ONTARIO,CANADA,M2H 3J1
G21167,UNIVERSITY OF CAMBRIDGE - LUCY CAVE,LADY MARGARET ROAD,CAMBRIDGE,FC,00000,NA,ENGLAND,NA
G21200,UNIV OF LONDON - COURTALD INST OF A,SOMERSET HOUSE STRAND,LONDON,FC,00000,NA,ENGLAND,NA
G21206,SAYBROOK GRADUATE SCHOOL,475 14TH STREET,OAKLAND,CA,94612,NA,NA,NA
G21334,UNIVERSITY OF CAMBRIDGE - SIDNEY SU,SIDNEY STREET,CAMBRIDGE,FC,00000,NA,ENGLAND,NA
G21420,UNIVERSITY OF CAMBRIDGE - HOMERTON,HILLS ROAD,CAMBRIDGE,FC,00000,NA,ENGLAND,NA
G21497,UNIVERSITY OF WINCHESTER (THE),SPARKFORD ROAD,WINCHESTER,FC,00000,HAMPSHIRE,ENGLAND,S022 4NR
