index,OPE ID,School,City,State,Zip Code,School Type,Loan Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
17167,1328,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,90089,Private-Nonprofit,Grad Plus,5613,5760,108725713,5760,108565375
8812,1509,NOVA SOUTHEASTERN UNIVERSITY-DAVIE,FORT LAUDERDALE,FL,33314,Private-Nonprofit,Unsubsidized - Graduate,8663,8707,106710999,8710,106710999
19883,22333,"ST. GEORGE'S UNIVERSITY, SCHOOL OF MEDICINE",,,,Foreign-For-Profit,Grad Plus,3045,3183,153948017,3186,103155983
8619,1328,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,90089,Private-Nonprofit,Unsubsidized - Graduate,8662,8726,100481022,8728,100481022
18071,2785,NEW YORK UNIVERSITY,NEW YORK,NY,10012,Private-Nonprofit,Grad Plus,4200,4537,154068506,4537,84427896
10132,20530,LIBERTY UNIVERSITY,,VA,,Private-Nonprofit,Unsubsidized - Graduate,12390,12662,232387661,12662,82298123
17360,1509,NOVA SOUTHEASTERN UNIVERSITY-DAVIE,FORT LAUDERDALE,FL,33314,Private-Nonprofit,Grad Plus,4322,4511,109115098,4511,74111085
8586,1074,GRAND CANYON UNIVERSITY,PHOENIX,AZ,85017,Proprietary,Unsubsidized - Graduate,9635,9639,139108046,9876,73987720
9336,32673,CAPELLA UNIVERSITY,MINNEAPOLIS,MN,55402,Proprietary,Unsubsidized - Graduate,16211,21120,258601543,21164,73762493
4311,1081,ARIZONA STATE UNIVERSITY,TEMPE,AZ,85287,Public,Unsubsidized - Undergraduate,26078,26732,143877613,26732,73170602
8585,1081,ARIZONA STATE UNIVERSITY,TEMPE,AZ,85287,Public,Unsubsidized - Graduate,8053,8498,138462888,8498,69698946
9490,2629,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",NEW BRUNS-NEWARK-CAMDEN,NJ,8901,Public,Unsubsidized - Graduate,5672,5676,130536257,5714,64988746
13800,3329,PENNSYLVANIA STATE UNIVERSITY (THE),UNIVERSITY PARK,PA,16802,Public,Parent Plus,4941,5172,122411437,5172,64166250
13797,2785,NEW YORK UNIVERSITY,NEW YORK,NY,10012,Private-Nonprofit,Parent Plus,3045,3167,116128139,3167,61376138
9337,25042,WALDEN UNIVERSITY,MINNEAPOLIS,MN,55401,Proprietary,Unsubsidized - Graduate,9769,9790,175956691,9796,60666401
8801,1444,GEORGE WASHINGTON UNIVERSITY,WASHINGTON,DC,20052,Private-Nonprofit,Unsubsidized - Graduate,4946,4976,116998435,4976,59706822
8813,1535,UNIVERSITY OF FLORIDA,GAINESVILLE,FL,32611,Public,Unsubsidized - Graduate,4952,6750,117856892,6750,59630300
37,1081,ARIZONA STATE UNIVERSITY,TEMPE,AZ,85287,Public,Subsidized,26663,27113,117502581,27113,59581527
978,3329,PENNSYLVANIA STATE UNIVERSITY (THE),UNIVERSITY PARK,PA,16802,Public,Subsidized,24849,24983,109644442,24983,55372782
9523,2785,NEW YORK UNIVERSITY,NEW YORK,NY,10012,Private-Nonprofit,Unsubsidized - Graduate,5329,5407,96733268,5407,53476318
9278,2290,MICHIGAN STATE UNIVERSITY,EAST LANSING,MI,48824,Public,Unsubsidized - Graduate,3880,4200,80883039,4200,51943129
18072,2707,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,NEW YORK,NY,10027,Private-Nonprofit,Grad Plus,2176,2363,98559854,2375,50286754
17351,1445,GEORGETOWN UNIVERSITY,WASHINGTON,DC,20057,Private-Nonprofit,Grad Plus,2697,2702,102235391,2752,50018109
12859,1081,ARIZONA STATE UNIVERSITY,TEMPE,AZ,85287,Public,Parent Plus,4615,4725,98408705,4725,49384304
8924,1776,UNIVERSITY OF ILLINOIS AT CHICAGO,CHICAGO,IL,60612,Public,Unsubsidized - Graduate,3879,3998,100557782,3998,49377346
5252,3329,PENNSYLVANIA STATE UNIVERSITY (THE),UNIVERSITY PARK,PA,16802,Public,Unsubsidized - Undergraduate,26564,27261,97199710,27261,49085538
9338,3969,UNIVERSITY OF MINNESOTA - TWIN CITIES,MINNEAPOLIS,MN,55455,Public,Unsubsidized - Graduate,4151,4337,86961101,4337,48868655
9219,2130,BOSTON UNIVERSITY,BOSTON,MA,2215,Private-Nonprofit,Unsubsidized - Graduate,3825,4791,84739133,4792,45533008
9279,2325,UNIVERSITY OF MICHIGAN,ANN ARBOR,MI,48109,Public,Unsubsidized - Graduate,3963,3978,82768859,4017,44850072
9524,2707,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,NEW YORK,NY,10027,Private-Nonprofit,Unsubsidized - Graduate,3730,3748,85909074,3806,44278081
9822,3371,TEMPLE UNIVERSITY,PHILADELPHIA,PA,19122,Private-Nonprofit,Unsubsidized - Graduate,3522,3533,86914078,3538,44226810
8927,1813,INDIANA UNIVERSITY - PURDUE UNIVERSITY INDIANAPOLIS,INDIANAPOLIS,IN,46202,Public,Unsubsidized - Graduate,3625,4913,87625043,4913,44062854
8803,1445,GEORGETOWN UNIVERSITY,WASHINGTON,DC,20057,Private-Nonprofit,Unsubsidized - Graduate,3766,3766,84118055,3798,43111267
9932,3448,UNIVERSITY OF SOUTH CAROLINA - COLUMBIA,COLUMBIA,SC,29208,Public,Unsubsidized - Graduate,3592,3700,84033531,3700,42650241
8620,24827,WESTERN UNIVERSITY OF HEALTH SCIENCES,POMONA,CA,91766,Private-Nonprofit,Unsubsidized - Graduate,2374,2515,88478460,2515,42575869
8815,9635,FLORIDA INTERNATIONAL UNIVERSITY,MIAMI,FL,33199,Public,Unsubsidized - Graduate,4234,4238,41741070,4276,41741070
8756,4508,UNIVERSITY OF COLORADO DENVER,DENVER,CO,80204,Public,Unsubsidized - Graduate,3443,3761,79642162,3761,41449050
19901,22460,"ROSS UNIVERSITY, SCHOOL OF MEDICINE",,,,Foreign-For-Profit,Grad Plus,1416,1426,60383721,1504,41355504
9648,2974,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-,CHAPEL HILL,NC,27514,Public,Unsubsidized - Graduate,3305,3422,81424055,3615,41322249
12822,1051,UNIVERSITY OF ALABAMA,TUSCALOOSA,AL,35487,Public,Parent Plus,2774,2828,80141304,2828,41174095
9280,2329,WAYNE STATE UNIVERSITY,DETROIT,MI,48202,Public,Unsubsidized - Graduate,3499,3641,80569733,3644,40467896
9220,2219,TUFTS UNIVERSITY,MEDFORD,MA,2155,Private-Nonprofit,Unsubsidized - Graduate,2309,2331,80223921,2331,40457477
17471,2477,A. T. STILL UNIVERSITY OF HEALTH SCIENCES,,MO,,Private-Nonprofit,Grad Plus,1728,1891,79713719,1904,40220156
4312,1074,GRAND CANYON UNIVERSITY,PHOENIX,AZ,85017,Proprietary,Unsubsidized - Undergraduate,17112,17452,77793881,17622,40140984
17768,2219,TUFTS UNIVERSITY,MEDFORD,MA,2155,Private-Nonprofit,Grad Plus,1673,1830,78847141,1830,39244913
10016,3632,TEXAS A&M UNIVERSITY,COLLEGE STATION,TX,77843,Public,Unsubsidized - Graduate,3462,3683,76078062,3683,39210325
17470,1657,MIDWESTERN UNIVERSITY,DOWNERS GROVE,IL,60515,Private-Nonprofit,Grad Plus,2375,3040,114632471,3043,38640321
9525,2837,STATE UNIVERSITY OF NEW YORK AT BUFFALO,BUFFALO,NY,14260,Public,Unsubsidized - Graduate,3404,3515,76325499,3516,38463045
17474,1739,NORTHWESTERN UNIVERSITY,EVANSTON,IL,60208,Private-Nonprofit,Grad Plus,2477,2834,97102805,2886,38282778
10133,3735,VIRGINIA COMMONWEALTH UNIVERSITY,RICHMOND,VA,23284,Public,Unsubsidized - Graduate,2895,2898,74754119,2898,38214877
9825,3378,UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PA,19104,Private-Nonprofit,Unsubsidized - Graduate,2778,2933,72215747,3095,37356049
8549,1052,UNIVERSITY OF ALABAMA AT BIRMINGHAM,BIRMINGHAM,AL,35294,Public,Unsubsidized - Graduate,3464,3649,83480480,3649,37303751
17168,24827,WESTERN UNIVERSITY OF HEALTH SCIENCES,POMONA,CA,91766,Private-Nonprofit,Grad Plus,2091,2196,79889125,2196,36650858
9770,3184,UNIVERSITY OF OKLAHOMA - NORMAN CAMPUS,NORMAN,OK,73019,Public,Unsubsidized - Graduate,3259,3391,69139426,3585,36518778
9826,30908,LAKE ERIE COLLEGE OF OSTEOPATHIC MEDICINE,,PA,,Private-Nonprofit,Unsubsidized - Graduate,1975,1995,71986721,1995,36040388
8923,2477,A. T. STILL UNIVERSITY OF HEALTH SCIENCES,,MO,,Private-Nonprofit,Unsubsidized - Graduate,2158,2193,70516841,2195,35917749
10223,3895,UNIVERSITY OF WISCONSIN - MADISON,MADISON,WI,53715,Public,Unsubsidized - Graduate,2741,2793,69904836,2793,35369999
18373,3378,UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PA,19104,Private-Nonprofit,Grad Plus,1449,1555,68773073,1654,35281739
17133,1081,ARIZONA STATE UNIVERSITY,TEMPE,AZ,85287,Public,Grad Plus,4297,4462,69391679,4462,34872784
9710,3125,UNIVERSITY OF CINCINNATI,CINCINNATI,OH,45221,Public,Unsubsidized - Graduate,3598,3867,78014612,3867,34575135
8802,2077,JOHNS HOPKINS UNIVERSITY,BALTIMORE,MD,21218,Private-Nonprofit,Unsubsidized - Graduate,3778,4271,78767824,4275,34496500
8821,1489,FLORIDA STATE UNIVERSITY,TALLAHASSEE,FL,32306,Public,Unsubsidized - Graduate,3706,3706,34364734,3737,34359169
5858,20530,LIBERTY UNIVERSITY,,VA,,Private-Nonprofit,Unsubsidized - Undergraduate,16649,17162,87136839,17162,34295365
9527,10142,TOURO COLLEGE,NEW YORK,NY,10010,Private-Nonprofit,Unsubsidized - Graduate,2236,2264,66042117,2340,34166891
8862,1564,EMORY UNIVERSITY,ATLANTA,GA,30322,Private-Nonprofit,Unsubsidized - Graduate,2653,2694,64960713,2694,34130811
9823,3379,UNIVERSITY OF PITTSBURGH,,PA,,Public,Unsubsidized - Graduate,2718,2787,64677990,2794,33764183
4314,20988,UNIVERSITY OF PHOENIX,,AZ,,Proprietary,Unsubsidized - Undergraduate,12131,12132,66273544,13509,33640173
8587,1083,UNIVERSITY OF ARIZONA (THE),TUCSON,AZ,85721,Public,Unsubsidized - Graduate,2858,2954,66240336,2954,33556686
17349,1444,GEORGE WASHINGTON UNIVERSITY,WASHINGTON,DC,20052,Private-Nonprofit,Grad Plus,1919,1958,66479678,1958,33190463
38,1074,GRAND CANYON UNIVERSITY,PHOENIX,AZ,85017,Proprietary,Subsidized,15410,15422,63494382,15539,32717472
19944,22779,ROSS UNIVERSITY SCHOOL OF VETERINARY MEDICINE,,,,Foreign-For-Profit,Grad Plus,1247,1248,49682319,1248,32547245
8928,6385,CHAMBERLAIN UNIVERSITY,ADDISON,IL,60101,Proprietary,Unsubsidized - Graduate,6975,6987,66814900,12958,32028183
9982,6725,UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER,MEMPHIS,TN,38163,Public,Unsubsidized - Graduate,1970,2074,63707225,2074,32005116
9116,1989,UNIVERSITY OF KENTUCKY,LEXINGTON,KY,40506,Public,Unsubsidized - Graduate,2626,2654,63520934,2654,31929262
9117,1999,UNIVERSITY OF LOUISVILLE,LOUISVILLE,KY,40292,Public,Unsubsidized - Graduate,2382,3297,62568383,3297,31487009
17767,2130,BOSTON UNIVERSITY,BOSTON,MA,2215,Private-Nonprofit,Grad Plus,1543,1685,60686510,1685,31450136
9709,3090,OHIO STATE UNIVERSITY,COLUMBUS,OH,43210,Public,Unsubsidized - Graduate,2439,2493,62591533,2527,31369357
8922,1657,MIDWESTERN UNIVERSITY,DOWNERS GROVE,IL,60515,Private-Nonprofit,Unsubsidized - Graduate,2606,2614,94144213,2617,30932445
17362,1536,UNIVERSITY OF MIAMI,CORAL GABLES,FL,33146,Private-Nonprofit,Grad Plus,1627,1713,63521092,1713,30813510
9979,3502,LINCOLN MEMORIAL UNIVERSITY,HARROGATE,TN,37752,Private-Nonprofit,Unsubsidized - Graduate,1864,1870,60514553,1870,30646685
18075,10142,TOURO COLLEGE,NEW YORK,NY,10010,Private-Nonprofit,Grad Plus,1533,1615,58939541,1683,30530976
10019,3656,UNIVERSITY OF TEXAS AT ARLINGTON,ARLINGTON,TX,76013,Public,Unsubsidized - Graduate,4309,4488,59530910,4488,30524972
942,2629,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",NEW BRUNS-NEWARK-CAMDEN,NJ,8901,Public,Subsidized,12875,12877,60521022,12879,30382289
10112,3675,UNIVERSITY OF UTAH,SALT LAKE CITY,UT,84112,Public,Unsubsidized - Graduate,2598,2656,59848763,2656,30358732
9824,3256,DREXEL UNIVERSITY,PHILADELPHIA,PA,19104,Private-Nonprofit,Unsubsidized - Graduate,3129,3131,76543542,3131,30119974
11335,22333,"ST. GEORGE'S UNIVERSITY, SCHOOL OF MEDICINE",,,,Foreign-For-Profit,Unsubsidized - Graduate,2547,2565,51301958,2565,30089964
8816,1537,UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,33620,Public,Unsubsidized - Graduate,3185,3224,39288610,3224,29970002
14291,3658,UNIVERSITY OF TEXAS - AUSTIN,AUSTIN,TX,78713,Public,Parent Plus,3879,3898,55351504,3898,29944778
9044,1892,UNIVERSITY OF IOWA,IOWA CITY,IA,52242,Public,Unsubsidized - Graduate,2366,3699,29913984,3699,29913984
14290,3632,TEXAS A&M UNIVERSITY,COLLEGE STATION,TX,77843,Public,Parent Plus,3057,3137,57503089,3138,29805213
12861,1083,UNIVERSITY OF ARIZONA (THE),TUCSON,AZ,85721,Public,Parent Plus,2557,2743,58544482,2743,29770884
13199,1775,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,CHAMPAIGN,IL,61820,Public,Parent Plus,3088,3115,57783778,3115,29556750
17170,10149,PEPPERDINE UNIVERSITY,,CA,,Private-Nonprofit,Grad Plus,2071,2259,65882550,2716,29336330
17352,1448,HOWARD UNIVERSITY,WASHINGTON,DC,20059,Private-Nonprofit,Grad Plus,1627,1685,57206554,1685,29137330
8926,1739,NORTHWESTERN UNIVERSITY,EVANSTON,IL,60208,Private-Nonprofit,Unsubsidized - Graduate,3082,3662,65675545,3715,29099926
14292,3615,TEXAS STATE UNIVERSITY,SAN MARCOS,TX,78666,Public,Parent Plus,4414,4483,57144122,4483,29097195
1584,20530,LIBERTY UNIVERSITY,,VA,,Private-Nonprofit,Subsidized,15516,16132,71682122,16132,29049319
10138,37093,EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATHIC MEDICINE,,VA,,Private-Nonprofit,Unsubsidized - Graduate,1332,1342,57379264,1342,28733606
5837,33394,WESTERN GOVERNORS UNIVERSITY,SALT LAKE CITY,UT,84107,Private-Nonprofit,Unsubsidized - Undergraduate,11526,11526,57074336,11557,28687370
10111,33394,WESTERN GOVERNORS UNIVERSITY,SALT LAKE CITY,UT,84107,Private-Nonprofit,Unsubsidized - Graduate,6064,6064,56339726,6095,28491731
9400,2474,KANSAS CITY UNIVERSITY OF MEDICINE AND BIOSCIENCES,,MO,,Private-Nonprofit,Unsubsidized - Graduate,1406,1419,56438840,1419,28291593
4585,1574,GEORGIA STATE UNIVERSITY,ATLANTA,GA,30303,Public,Unsubsidized - Undergraduate,12659,13186,54055486,13187,27960569
311,1574,GEORGIA STATE UNIVERSITY,ATLANTA,GA,30303,Public,Subsidized,13135,13135,53153245,13135,27784864
18261,3024,CASE WESTERN RESERVE UNIVERSITY,,OH,,Private-Nonprofit,Grad Plus,1497,1601,41065438,1624,27692020
8860,1598,UNIVERSITY OF GEORGIA,ATHENS,GA,30602,Public,Unsubsidized - Graduate,2842,2842,57793840,2842,27540445
8867,20748,LIFE UNIVERSITY,,GA,,Private-Nonprofit,Unsubsidized - Graduate,1371,1371,42881576,2535,27356374
8622,10149,PEPPERDINE UNIVERSITY,,CA,,Private-Nonprofit,Unsubsidized - Graduate,3117,3202,62130174,3884,27284725
9528,2722,FORDHAM UNIVERSITY - ROSE HILL CAMPUS,BRONX,NY,10458,Private-Nonprofit,Unsubsidized - Graduate,2602,2645,50095054,2645,27048830
8804,1448,HOWARD UNIVERSITY,WASHINGTON,DC,20059,Private-Nonprofit,Unsubsidized - Graduate,1917,1937,53139038,1938,26785068
9188,2104,"UNIVERSITY OF MARYLAND, BALTIMORE",BALTIMORE,MD,21201,Public,Unsubsidized - Graduate,2254,2266,53408381,2268,26716302
8863,1580,MERCER UNIVERSITY,MACON,GA,31207,Private-Nonprofit,Unsubsidized - Graduate,2335,2538,58366114,2578,26623742
8925,1775,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,CHAMPAIGN,IL,61820,Public,Unsubsidized - Graduate,2601,2701,51990855,2701,26433233
9530,2782,NEW YORK INSTITUTE OF TECHNOLOGY,OLD WESTBURY,NY,11568,Private-Nonprofit,Unsubsidized - Graduate,1414,1426,52256257,1426,26313052
18200,2920,DUKE UNIVERSITY,DURHAM,NC,27708,Private-Nonprofit,Grad Plus,1821,2230,48021085,2252,26262453
17472,1776,UNIVERSITY OF ILLINOIS AT CHICAGO,CHICAGO,IL,60612,Public,Grad Plus,2315,2501,55920131,2501,26195274
8621,1315,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",LOS ANGELES,CA,90095,Public,Unsubsidized - Graduate,2631,2804,62022537,2804,26185672
10017,3658,UNIVERSITY OF TEXAS - AUSTIN,AUSTIN,TX,78713,Public,Unsubsidized - Graduate,2622,2899,50246483,2899,26121307
5216,2629,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",NEW BRUNS-NEWARK-CAMDEN,NJ,8901,Public,Unsubsidized - Undergraduate,13560,13668,51640285,13674,25931223
9401,2518,UNIVERSITY OF MISSOURI - KANSAS CITY,KANSAS CITY,MO,64110,Public,Unsubsidized - Graduate,2181,2296,50969076,2296,25922409
13031,1370,UNIVERSITY OF COLORADO BOULDER,BOULDER,CO,80309,Public,Parent Plus,1664,1709,45065241,1709,25862317
1470,3615,TEXAS STATE UNIVERSITY,SAN MARCOS,TX,78666,Public,Subsidized,11608,11845,50379183,11845,25747585
17173,1329,UNIVERSITY OF THE PACIFIC,STOCKTON,CA,95211,Private-Nonprofit,Grad Plus,1367,1407,53247812,1423,25663576
9828,12393,THOMAS JEFFERSON UNIVERSITY,,PA,,Private-Nonprofit,Unsubsidized - Graduate,1782,1784,49952373,1802,25570509
1274,3371,TEMPLE UNIVERSITY,PHILADELPHIA,PA,19122,Private-Nonprofit,Subsidized,11217,11217,50533372,11217,25568989
8755,1371,UNIVERSITY OF DENVER,DENVER,CO,80208,Private-Nonprofit,Unsubsidized - Graduate,3728,3888,72526628,3888,25451131
9398,2516,UNIVERSITY OF MISSOURI - COLUMBIA,COLUMBIA,MO,65211,Public,Unsubsidized - Graduate,2207,2300,49625431,2300,25416109
10023,3652,UNIVERSITY OF HOUSTON,HOUSTON,TX,77204,Public,Unsubsidized - Graduate,2368,2457,49903510,2457,25168731
19897,22444,AMERICAN UNIVERSITY OF THE CARIBBEAN,,,,Foreign-For-Profit,Grad Plus,895,898,38233041,918,25137786
9526,3329,PENNSYLVANIA STATE UNIVERSITY (THE),UNIVERSITY PARK,PA,16802,Public,Unsubsidized - Graduate,2459,2532,49754128,2532,25065443
9153,2029,TULANE UNIVERSITY,NEW ORLEANS,LA,70118,Private-Nonprofit,Unsubsidized - Graduate,2059,2059,48893847,2085,24836643
8588,20988,UNIVERSITY OF PHOENIX,,AZ,,Proprietary,Unsubsidized - Graduate,3205,3206,49108761,3439,24729230
13552,2290,MICHIGAN STATE UNIVERSITY,EAST LANSING,MI,48824,Public,Parent Plus,2225,2334,44632811,2334,24623633
9827,3352,PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE,,PA,,Private-Nonprofit,Unsubsidized - Graduate,2425,2442,73603548,2442,24614621
10204,3827,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,26506,Public,Unsubsidized - Graduate,2321,2326,48200074,2327,24518725
14096,3371,TEMPLE UNIVERSITY,PHILADELPHIA,PA,19122,Private-Nonprofit,Parent Plus,2157,2166,46450069,2166,24426460
17827,2325,UNIVERSITY OF MICHIGAN,ANN ARBOR,MI,48109,Public,Grad Plus,1465,1545,43425309,1579,24143767
9080,1948,UNIVERSITY OF KANSAS,LAWRENCE,KS,66045,Public,Unsubsidized - Graduate,2384,2671,46976299,2671,24009873
5435,3090,OHIO STATE UNIVERSITY,COLUMBUS,OH,43210,Public,Unsubsidized - Undergraduate,11445,12084,46775225,12087,23883346
5744,3615,TEXAS STATE UNIVERSITY,SAN MARCOS,TX,78666,Public,Unsubsidized - Undergraduate,11432,12034,46047947,12034,23568411
40,20988,UNIVERSITY OF PHOENIX,,AZ,,Proprietary,Subsidized,11567,11568,46409889,12116,23515139
9713,3024,CASE WESTERN RESERVE UNIVERSITY,,OH,,Private-Nonprofit,Unsubsidized - Graduate,1658,2314,45054000,2377,23341845
1468,3632,TEXAS A&M UNIVERSITY,COLLEGE STATION,TX,77843,Public,Subsidized,10140,10595,44404141,10595,23205630
9652,2920,DUKE UNIVERSITY,DURHAM,NC,27708,Private-Nonprofit,Unsubsidized - Graduate,2392,2478,48860497,2499,23103503
13983,3090,OHIO STATE UNIVERSITY,COLUMBUS,OH,43210,Public,Parent Plus,2596,2616,44778292,2665,23100429
4531,1459,STRAYER UNIVERSITY,WASHINGTON,DC,20005,Proprietary,Unsubsidized - Undergraduate,11839,11849,61222404,12438,22973486
17701,2029,TULANE UNIVERSITY,NEW ORLEANS,LA,70118,Private-Nonprofit,Grad Plus,1374,1375,45586236,1483,22901082
18038,2629,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",NEW BRUNS-NEWARK-CAMDEN,NJ,8901,Public,Grad Plus,1557,1615,45801141,1741,22762637
9980,3535,VANDERBILT UNIVERSITY,NASHVILLE,TN,37240,Private-Nonprofit,Unsubsidized - Graduate,2051,2072,41172432,2073,22654550
18370,3371,TEMPLE UNIVERSITY,PHILADELPHIA,PA,19122,Private-Nonprofit,Grad Plus,1454,1482,36307648,1521,22480193
4587,1577,KENNESAW STATE UNIVERSITY,KENNESAW,GA,30144,Public,Unsubsidized - Undergraduate,10884,11269,43442998,11269,22445776
14206,3448,UNIVERSITY OF SOUTH CAROLINA - COLUMBIA,COLUMBIA,SC,29208,Public,Parent Plus,2031,2104,43043842,2104,22429816
10198,3800,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,99164,Public,Unsubsidized - Graduate,1823,1939,46987607,1942,22427995
8551,1057,UNIVERSITY OF SOUTH ALABAMA,MOBILE,AL,36688,Public,Unsubsidized - Graduate,2470,2525,45522961,2525,22405595
313,1577,KENNESAW STATE UNIVERSITY,KENNESAW,GA,30144,Public,Subsidized,10527,12020,42923385,12021,22282593
8929,1671,DEPAUL UNIVERSITY,CHICAGO,IL,60604,Private-Nonprofit,Unsubsidized - Graduate,3220,3255,49697533,3260,22149562
18196,2974,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-,CHAPEL HILL,NC,27514,Public,Grad Plus,1765,1834,42099158,1972,22138499
10196,3798,UNIVERSITY OF WASHINGTON,SEATTLE,WA,98195,Public,Unsubsidized - Graduate,2806,2806,63680485,2826,22107151
9399,2482,MARYVILLE UNIVERSITY OF SAINT LOUIS,ST LOUIS,MO,63141,Private-Nonprofit,Unsubsidized - Graduate,3253,3264,59545146,3264,22042004
13050,1417,UNIVERSITY OF CONNECTICUT,STORRS,CT,6269,Public,Parent Plus,2192,2215,42833145,2249,21987998
5437,3051,KENT STATE UNIVERSITY,KENT,OH,44242,Public,Unsubsidized - Undergraduate,10505,11152,42551628,11152,21924590
5548,3371,TEMPLE UNIVERSITY,PHILADELPHIA,PA,19122,Private-Nonprofit,Unsubsidized - Undergraduate,11848,11848,43041069,11848,21920677
5436,3125,UNIVERSITY OF CINCINNATI,CINCINNATI,OH,45221,Public,Unsubsidized - Undergraduate,10153,10791,44011883,10791,21882404
1476,10115,UNIVERSITY OF TEXAS AT SAN ANTONIO,SAN ANTONIO,TX,78249,Public,Subsidized,9683,9853,41393514,9853,21792415
9225,2155,HARVARD UNIVERSITY,CAMBRIDGE,MA,2138,Private-Nonprofit,Unsubsidized - Graduate,1915,1926,41741971,1926,21766565
9712,3100,OHIO UNIVERSITY,ATHENS,OH,45701,Public,Unsubsidized - Graduate,1550,1569,39723792,1777,21741530
9191,11644,UNIVERSITY OF MARYLAND GLOBAL CAMPUS,ADELPHI,MD,20783,Public,Unsubsidized - Graduate,2549,2664,42982769,3545,21652866
8776,1417,UNIVERSITY OF CONNECTICUT,STORRS,CT,6269,Public,Unsubsidized - Graduate,1949,2450,42595404,2479,21639553
18527,3502,LINCOLN MEMORIAL UNIVERSITY,HARROGATE,TN,37752,Private-Nonprofit,Grad Plus,1476,1536,43500620,1536,21618678
10022,3545,BAYLOR UNIVERSITY,WACO,TX,76798,Private-Nonprofit,Unsubsidized - Graduate,2148,2184,38270406,2305,21479820
8814,1536,UNIVERSITY OF MIAMI,CORAL GABLES,FL,33146,Private-Nonprofit,Unsubsidized - Graduate,1948,1951,43688071,1951,21392550
14414,3721,JAMES MADISON UNIVERSITY,HARRISONBURG,VA,22807,Public,Parent Plus,2166,2221,41375535,2221,21333315
17723,2050,UNIVERSITY OF NEW ENGLAND,BIDDEFORD,ME,4005,Private-Nonprofit,Grad Plus,1164,1166,21481651,1166,21307920
9649,2923,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,27858,Public,Unsubsidized - Graduate,2227,2350,43327675,2350,21153421
14408,3754,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,BLACKSBURG,VA,24061,Public,Parent Plus,1891,1931,41274127,1931,21069217
8806,1434,AMERICAN UNIVERSITY,WASHINGTON,DC,20016,Private-Nonprofit,Unsubsidized - Graduate,2259,2260,37193281,2260,21028272
9461,2542,CREIGHTON UNIVERSITY,OMAHA,NE,68178,Private-Nonprofit,Unsubsidized - Graduate,1607,1610,42419854,1616,20999582
4657,10727,DEVRY UNIVERSITY,NAPERVILLE,IL,60563,Proprietary,Unsubsidized - Undergraduate,10621,10909,43649879,19047,20969812
8822,1466,BARRY UNIVERSITY,MIAMI SHORES,FL,33161,Private-Nonprofit,Unsubsidized - Graduate,2038,2041,32750420,2041,20948096
10038,10674,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,,TX,,Public,Unsubsidized - Graduate,1868,1918,36470526,1918,20907416
10137,30913,REGENT UNIVERSITY,VIRGINIA BEACH,VA,23464,Private-Nonprofit,Unsubsidized - Graduate,2998,2999,56029987,3002,20854012
9532,2838,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,STONY BROOK,NY,11794,Public,Unsubsidized - Graduate,1951,2022,40961811,2022,20764071
5747,3644,TEXAS TECH UNIVERSITY,LUBBOCK,TX,79409,Public,Unsubsidized - Undergraduate,9610,9927,41188113,9927,20724524
9480,2580,SOUTHERN NEW HAMPSHIRE UNIVERSITY,MANCHESTER,NH,3106,Private-Nonprofit,Unsubsidized - Graduate,5248,5248,76049593,5248,20681373
12824,1009,AUBURN UNIVERSITY,AUBURN,AL,36849,Public,Parent Plus,1437,1450,39846548,1455,20670182
13672,2516,UNIVERSITY OF MISSOURI - COLUMBIA,COLUMBIA,MO,65211,Public,Parent Plus,2045,2095,40040453,2095,20653576
8550,1009,AUBURN UNIVERSITY,AUBURN,AL,36849,Public,Unsubsidized - Graduate,1646,1646,41192837,1685,20653012
18528,3535,VANDERBILT UNIVERSITY,NASHVILLE,TN,37240,Private-Nonprofit,Grad Plus,1235,1286,40656979,1286,20625525
